index,begin,end,filename,shot_id,transcript,Death of a spouse,Divorce,Marital separation,Imprisonment,Death of a close family member,Personal injury or illness,Marriage,Dismissal from work,Marital reconciliation,Retirement,Change in health of family member,Pregnancy,death relative
2672,00:31:14:22,00:31:19:03,5248439298566680341.xml,592,I am gonna put this in a frame.  Tanya... I am.  It's going to be pride of place on the sideboard.,32.2937727,2.220950147,4.020773042,1.93889232,41.56290847,19.68430102,25.38289726,0.9557714388,7.918357775,9.042770639,25.06133461,3.977003098,38.38657141
14220,01:12:43:08,01:12:52:14,5264050645694159353.xml,1371,"Get out the car, Max.  Get out the car.  I ain't going anywhere until you take these things off.",32.29129612,13.28404933,17.68944845,12.61099322,24.3176963,32.31098646,23.32472205,12.50792512,9.471545219,12.05257326,38.41624188,2.299720347,38.38323355
21827,00:40:35:14,00:40:42:17,5274434588125702436.xml,734,"I can't.  Tanya, I know you  love them children.",32.28533268,12.21478519,42.0880875,6.714170381,48.58816481,33.37918317,0.08655386046,6.028287306,4.624634944,0.839471072,39.12549639,2.26336658,38.36698532
20980,01:48:26:01,01:48:28:10,5271844722846213628.xml,1950,We're supposed  to be making Lauren feel better.,32.28027225,1.334704567,4.989845641,0.1813904531,49.91052067,52.05979836,1.12096332,0.01108160034,9.489237741,0.4154714104,43.9594388,1.156961396,38.36275041
13219,00:17:37:10,00:17:44:09,5264050645694159353.xml,370,"Oh, Archie.  Two black catsuits for you and Tracey.",32.27573633,1.133232823,24.05363634,2.042660549,36.31922954,25.86721778,4.254868999,0.2744891373,17.62798056,1.291700397,43.32062745,7.280912399,38.35573196
15660,00:11:25:23,00:11:29:17,5266645664934403562.xml,229,Where were you when Max Branning  was run over? I was out.  Where?,32.26423562,0.02997824553,0.1274918346,0.14492491,62.76098084,49.33488411,0.02382886742,0.4679627456,0.003562993807,0.005306093408,20.25190568,0.003786548623,38.34784031
10444,01:42:12:22,01:42:17:11,5256228221757951173.xml,1733,"Dawn, look you can't  go just cos Jay's back. Garry, it's not that. ",32.25603402,1.188934745,16.981567,3.933323398,36.56243563,32.29368436,0.9539468214,16.31348521,10.82685672,0.7312661503,43.26373005,0.03641027492,38.32266033
14453,01:26:19:21,01:26:24:17,5264050645694159353.xml,1604,Haven't you missed me at all?,32.25272596,1.24499183,30.39478377,3.371721368,20.61628649,31.84834415,29.06769514,4.4465435,30.64402878,7.91058138,30.4365747,0.5630060285,38.3200258
11494,00:42:52:03,00:42:53:13,5258818087037440299.xml,863,But I have got their  best interests at heart.,32.22406209,10.29890686,14.53310698,2.137587648,33.96527463,29.05223447,23.58007133,1.596537396,17.94255137,14.9675028,38.94710422,7.915784121,38.31700087
19329,00:15:10:18,00:15:14:22,5271844722846213628.xml,299,"You're almost there, Roxy, OK?  You're almost there.",32.22315907,4.277468301,15.4454276,2.438878678,20.32905006,22.50063491,17.19803512,1.751933821,25.47752827,14.5147714,41.95013309,5.138765574,38.31568062
21349,00:14:47:03,00:15:00:03,5274434588125702436.xml,256,Has she said something?  So why are you worried?  Eh?  I just keep expecting you  to say it's time to move on.,32.21866786,14.08633193,28.76194373,1.764853399,28.9464713,18.93695599,19.86137778,1.305355527,8.918589056,9.235283509,33.1812036,5.792369843,38.31495941
13930,00:54:54:04,00:54:55:04,5264050645694159353.xml,1081,Darren!,32.21008182,1.696260292,9.800960049,4.081023864,45.6420055,22.26279664,4.368181527,5.329549849,11.04042158,1.593770273,38.29314995,0.459334366,38.30362856
7759,01:04:26:05,01:04:29:07,5253646087419594905.xml,1150,"That wasn't it, was it?  Bradley... No, no.  It was the way she looked at him.",32.2055161,9.318196014,12.94629753,9.827450082,37.19292694,28.83806694,20.40375918,4.570497856,4.36339315,3.309791274,38.42988205,2.859020829,38.29113543
19901,00:46:03:17,00:46:04:21,5271844722846213628.xml,871,because these next few weeks are  really gonna take it out of her.,32.20327795,12.15737517,21.77290261,4.136970051,44.98631376,49.1581102,9.290764481,1.353469973,3.782330118,0.2733512339,42.67629814,5.531010032,38.28249276
15643,00:10:23:20,00:10:29:04,5266645664934403562.xml,212,We were making a fresh start...  getting away.  Leaving behind all the old memories?,32.2029084,39.79822433,45.57402551,1.056216493,0.9851119369,11.11319827,33.46247673,17.40778223,22.68388957,7.148598656,29.18549538,0.9599500895,38.26431632
7717,01:02:07:24,01:02:11:08,5253646087419594905.xml,1108,"No, no, that's great.  Cheers! ",32.20254779,14.68303083,21.93297714,6.519202217,17.59835234,31.33214653,19.38193291,8.699844465,18.56494859,10.87520018,35.54660916,5.775560141,38.23332787
11546,00:45:19:22,00:45:23:14,5258818087037440299.xml,915,I think that's something  I can live without. Cheers. Cheers.,32.20002651,16.20692265,23.51829886,15.49201857,19.99476609,34.52826726,10.8079724,5.531289436,2.879967615,13.01295832,27.90510058,4.354622662,38.23304772
16804,01:14:17:01,01:14:18:18,5266645664934403562.xml,1373,"Ah, here she is. ",32.19661415,4.004250489,6.853831857,2.335319091,41.55362213,23.75089377,22.44204581,1.646810248,16.71513766,6.850100979,42.17031908,7.291540504,38.2304132
1824,01:39:12:07,01:39:15:09,5245830105934359183.xml,1825,"Well, go on then.  Not here, Jack.",32.18268156,15.56964612,22.0801115,11.80227113,26.56143549,32.36433011,12.39699498,18.15695432,5.914433822,10.52113719,32.14006376,1.923650652,38.22964728
8006,01:19:49:16,01:19:53:07,5253646087419594905.xml,1397,And you haven't done  anything about it because of me.,32.18002915,12.04318279,17.00355753,11.69033369,29.32138163,43.53148884,13.43527138,7.756591514,2.378287073,9.229754135,33.86697006,6.920762062,38.21369112
21947,00:47:36:10,00:47:38:08,5274434588125702436.xml,854,You're not making sense.,32.17978776,12.75039735,18.98277566,8.646936268,34.53384072,31.99894536,12.21393272,7.504031047,6.167502925,7.294072956,30.43657994,4.804236889,38.17952275
7293,00:39:24:02,00:39:27:05,5253646087419594905.xml,684,"Thanks, Dot. ",32.17121959,11.05981557,14.15120058,7.813773215,34.41508967,28.56577295,13.36616725,6.74303697,20.91071203,8.793572634,34.50557423,4.947756529,38.13086152
10166,01:25:42:17,01:25:46:13,5256228221757951173.xml,1455,That's why we're doing it!  We're going and that's it.  It's been booked.,32.16888309,5.982769445,18.91695127,2.892090898,42.52152729,11.77064079,25.42951107,3.663888156,19.65546638,12.18323439,33.71892929,3.627278805,38.1020993
2634,00:29:01:17,00:29:05:20,5248439298566680341.xml,554,"Well...in case he wants to,  you know.",32.16660321,11.27400474,18.32667425,6.050282679,37.4005385,37.50768375,12.19368726,2.420893427,13.67181748,8.070795089,38.40851045,2.054140866,38.0928725
1828,01:39:21:04,01:39:22:06,5245830105934359183.xml,1829,"I wouldn't ask, unless  I really needed to, all right?",32.14872777,9.377949119,18.61313045,6.31926278,32.52364576,29.43354714,14.24480677,3.339900628,8.383568823,11.36912897,35.9490006,5.471771955,38.08245659
2373,00:15:40:23,00:15:51:13,5248439298566680341.xml,293,"Two-faced cow.  You don't wanna take any notice. I'm not.  I'm bigger than that.  Not bigger than her, though, thank goodness.",32.14612305,19.72935465,14.64480989,4.966265358,19.89319834,35.68214047,25.31476915,3.28558673,3.041016161,8.842144087,33.14892983,11.62619233,38.07533383
2539,00:23:50:04,00:23:54:03,5248439298566680341.xml,459,"I'll be there in spirit.  Celebrate for me. I suppose I can still brag to Peggy.  You're a good girl.  Come on, Tone.",32.14354515,2.508214388,12.42009275,0.2288366498,38.59562302,24.73856798,14.42929804,0.1909885751,8.52940321,4.283049926,39.65710354,2.123339921,38.05091381
22242,01:04:25:05,01:04:28:04,5274434588125702436.xml,1149,"Go on, close ranks.  It couldn't  possibly be Jack, one of your own.",32.11507201,2.245273286,5.382755063,10.92396435,58.10445195,46.41534102,0.5777106155,5.77165813,1.514070444,0.760916546,40.82684016,0.3113932349,38.04385364
1506,01:20:42:02,01:21:06:01,5245830105934359183.xml,1507,"So what?  He just crumbled?  Yeah, sort of. How amazing are you? You're my hero.  So, er, Tony tomorrow.  Yeah. Well, you must be excited.  Yeah. Right.  Well, I'd better get moving.  Ricky.  I'm scared.  Well, why?",32.08935857,0.638460584,2.663207483,0.6921974625,56.69324309,45.81291091,0.3923150245,2.049937669,0.2784279431,0.2309668413,41.11191201,0.02311252523,38.02831471
16762,01:11:09:13,01:11:11:13,5266645664934403562.xml,1331,What?  Sorry.,32.07869828,16.624917,18.72571766,8.78102687,33.44931364,33.64529175,11.01790294,8.158256069,9.193748161,5.505964234,33.29303145,3.583492637,38.02623749
9237,00:31:20:12,00:31:23:10,5256228221757951173.xml,526,"I forgot all about it.  Do you need a lift there?  No, you're all right.  I'm not going. Not because of Jay?",32.06345737,4.883577079,11.64671138,3.054829102,20.30829003,41.87890649,5.698956922,18.46837959,6.293166429,4.317558557,43.40668035,1.242709085,38.016361
5844,01:18:32:08,01:18:33:12,5251033029316736209.xml,1528,"We might as well then, eh? ",32.06216693,7.083424337,19.79806826,5.780105643,36.1080544,25.18816185,17.65894592,4.155561231,20.96670449,7.85394989,34.75466919,3.812529743,37.98766434
15797,00:18:59:09,00:19:05:09,5266645664934403562.xml,366,Not one person has  how that family are. Just remember Max has got three  little kids who don't know whether their dad's gonna live or die.,32.04562068,5.448375054,5.047510751,0.6792912092,62.40772426,49.61347407,0.458700629,0.09455776028,0.124046792,0.05214578938,43.74028873,0.1925789937,37.97823489
21648,00:31:12:21,00:31:16:01,5274434588125702436.xml,555,"Well, I hope you've got  a subs' bench.  You're one down.",32.04118311,14.19018818,16.09319441,6.671498448,41.98183411,27.6505183,3.500982746,7.783902541,4.664193839,7.201072052,32.22258663,6.810007095,37.94738054
9778,01:01:21:22,01:01:33:22,5256228221757951173.xml,1067,"You didn't tell us Janet  and William were coming! We was just going  to have a quiet one. We've gotta get them a treat.  Add a couple of iced buns to my  order, and whatever Billy wants.",32.03629255,3.795412946,25.37693709,3.354286004,38.62026769,17.36046559,9.34593156,3.145323217,5.214066803,3.615362272,42.57052064,5.420601368,37.94563711
13476,00:31:26:15,00:31:27:21,5264050645694159353.xml,627,Good luck.,32.0309341,16.71030049,20.73160648,4.74050872,28.53176263,24.72644198,21.5747267,3.542749226,22.02865943,8.814972639,34.40977573,12.05305338,37.94182539
6145,01:33:07:15,01:33:08:05,5251033029316736209.xml,1829,Can we talk?,32.02387094,4.34285314,16.46550998,3.301395524,43.44754815,23.22092745,10.19732952,0.3809488984,25.99009842,4.743783362,33.09879613,4.746239483,37.93649077
22072,00:54:54:12,00:54:58:12,5274434588125702436.xml,979,"After Jack...  I dunno, I just can't  get it straight in me head.",32.0151031,0.1548006446,3.636022415,2.02364124,60.82595909,26.15350634,0.1766576082,0.4784831656,0.2940709004,0.1192444016,32.23615074,0.08039089851,37.92562783
5965,01:25:12:07,01:25:13:00,5251033029316736209.xml,1649,"Tony, what are you doing?  Tony, no! ",32.00897872,13.50013886,21.42344832,11.44160856,40.12254131,32.15594047,6.022909284,7.645892069,5.089410804,1.84803715,34.71249247,2.107594311,37.89120317
22854,01:35:43:01,01:35:57:22,5274434588125702436.xml,1761,"Cool.  You said you wanted to  talk to me about Lauren Branning? Yeah.  She's dropped out of  the youth club altogether now. Right.  Why's that?  I don't know.  But I guess it's got  something with what's going on at home, and I was hoping  you could talk to her.",32.00622201,9.258120924,23.38028654,5.215220958,52.43613589,37.04025233,4.547281936,4.443782352,3.253252655,1.510177385,41.16801739,1.049882248,37.88225353
1669,01:30:40:17,01:30:44:04,5245830105934359183.xml,1670,"Do you remember when  he first come along? What a mess I was after losing  your Dad, and them blokes, and the drinking.",31.99373782,3.685713388,1.399041535,0.6483572843,62.69972777,41.04727811,19.70359981,0.08568142809,4.186205082,0.02726183622,43.03293824,6.814297438,37.8777951
1343,01:12:17:09,01:12:21:02,5245830105934359183.xml,1344,"Sorry?  Well, seeing as I've... Apologised? Yeah.",31.95897043,15.19522516,24.4154419,2.457066234,27.70766249,39.63585734,15.08060545,1.41189828,22.71272063,10.7926324,26.86522484,3.974246383,37.87054718
17253,01:38:19:05,01:38:21:18,5266645664934403562.xml,1822,Are you?  Margate.,31.95723593,1.893999983,40.04237086,2.897178344,32.36670917,42.8467024,9.27285552,4.131586693,6.681480557,2.167475671,36.81792974,1.325040907,37.85742223
17482,01:51:03:13,01:51:06:16,5266645664934403562.xml,2051,Fine.  That's the way you want it.,31.95723593,11.71205676,18.08352113,6.739127666,28.22391826,26.93374652,22.14769274,6.115307763,18.17127138,13.92243236,29.96134567,5.486268997,37.84706593
4090,01:42:17:10,01:42:20:02,5248439298566680341.xml,2010,"It went on for a while, all right? ",31.95254207,8.47430782,17.44700819,15.03090727,34.64374477,36.45520961,18.07327718,2.041344143,13.67344692,2.405073456,33.11855745,3.146497011,37.82847524
12853,00:00:23:18,00:00:45:13,5264050645694159353.xml,4,"Wakey, wakey!  Rise and shi...  What's going on? Nothing. Why was the door shut? Just because we want  a bit of privacy, it doesn't mean we're... Upstairs!  Now! Go on, get yourselves dressed.  Move!  It's half-term. Shouldn't you be at work? Well, I've got the morning off.  I'm giving him a hand. It's his driving test. Yeah.  Tomorrow.  We're revising.",31.9095701,4.621331751,23.13956454,6.986613147,11.81531632,34.62471926,26.95202827,23.39267206,21.99965537,1.063681534,38.93343258,1.361557543,37.81104982
3800,01:25:27:10,01:25:28:10,5248439298566680341.xml,1720,"Come on, spill! ",31.90121353,10.69367157,19.09728065,5.721634626,36.12701386,37.78126663,12.83413768,1.773089956,15.98515704,3.044236153,36.51370502,9.039049149,37.78083622
18344,00:47:17:05,00:47:40:00,5269245838135402929.xml,808,"However, this is an extremely  serious charge, and with the victim now critical in  hospital, perhaps soon more serious still. With that in mind, and having  ascertained that adequate childcare protection has been made, the application for bail is denied.  The accused will be remanded in  custody until the trial date. Thank you.  Stand please. No.  No.  NO!  You can't.  Please.  No,  wait.  I want to be with my kids.",31.87202513,5.53360299,10.40609211,43.99870938,12.69920316,49.07261693,15.30610323,10.53401147,2.146516219,6.541812569,43.87719655,1.727188379,37.76554763
19081,00:02:56:07,00:02:57:21,5271844722846213628.xml,51,Maybe I should stay.,31.87202513,6.176071517,25.36393881,9.299507529,31.53865117,32.01670867,19.64615583,0.1145280099,23.52150589,5.06645143,33.09243894,3.801561594,37.75542974
10438,01:41:54:00,01:41:57:12,5256228221757951173.xml,1727,doing it all again.,31.86328113,9.325535297,19.6455273,4.601576395,34.08907253,33.11681491,14.31794018,5.375404514,28.79676461,1.703242958,26.22404003,4.671790302,37.74683774
10358,01:37:33:05,01:37:37:05,5256228221757951173.xml,1647,But it's a shame.  And Joel has  such fascinating things to say...,31.85590208,10.89150263,18.88273925,7.983303443,35.41386545,40.37726337,14.52335268,3.820926212,3.842965811,12.94873551,28.11453915,1.875884086,37.72668242
13849,00:50:33:06,00:50:38:15,5264050645694159353.xml,1000,I think you'd better go upstairs.  Have 40 winks and then I'll do you  a nice piece of poached haddock.,31.85528815,5.624734335,19.52082708,3.754248429,19.11722347,39.07733166,10.81803963,16.61007836,14.25086349,25.05692571,42.39669442,2.232911736,37.7062887
10898,00:11:40:23,00:11:42:07,5258818087037440299.xml,267,"Thanks for nearly getting me busted!  Here to help. Too busy sulking over Lee, more like. Yeah, right!",31.85284138,3.843477804,16.14373468,2.027070813,44.91789222,28.12140572,2.633721754,0.0956496459,1.345667867,0.1194064447,25.77972627,0.1278001443,37.68828511
2248,00:09:19:21,00:09:21:15,5248439298566680341.xml,168,"Can we take this seriously, please? ",31.85265064,8.31572403,14.05087262,8.546645254,38.37394863,37.18168598,10.66944748,1.621413991,6.387222111,5.70963107,30.58566713,3.627684414,37.68056631
274,00:16:26:22,00:16:29:24,5245830105934359183.xml,275,She's good to me.  I don't want her  to think I'm going behind her back.,31.84772432,7.47010354,9.586696625,2.098977081,33.41469544,25.41868377,27.35913694,2.02637564,9.34367694,19.81465012,36.91312504,7.071905136,37.67515123
15685,00:12:34:12,00:12:38:18,5266645664934403562.xml,254,"If there's anything I can do...  It's fine, all right?",31.84404373,7.497181222,14.16504733,3.079406183,35.48380405,33.7432285,14.4610554,2.287483759,17.09937081,10.96466526,37.65426779,5.788089633,37.66993284
8827,00:06:08:08,00:06:10:07,5256228221757951173.xml,116,I know this is short notice  but could you knock up a spread?,31.83494806,9.195613548,15.18519364,2.591952916,43.04492712,25.96923602,10.17646194,2.720694035,6.60148032,10.47990292,30.79941201,6.903063059,37.66340315
9200,00:28:54:23,00:28:59:07,5256228221757951173.xml,489,"see she gets off all right and  I'll tell her you've had to work. No.  You don't get it do you?  I'm not nicking off anywhere, not until I see she's all right.",31.83414042,15.07727993,15.92999332,8.518154427,22.87731975,40.24054617,14.95265067,19.92118111,9.773003384,1.284124246,43.56492305,2.862312794,37.64981925
20495,01:16:27:06,01:16:29:10,5271844722846213628.xml,1465,So answer it.,31.83368742,5.598233178,13.19756538,5.896898881,40.27824622,33.35484272,14.64927346,2.398066595,13.80464852,8.410096541,29.26448822,6.89321816,37.63847351
9030,00:18:42:12,00:18:45:21,5256228221757951173.xml,319,It'll be a priority so she'll get  to see someone tomorrow. Tomorrow?,31.83278739,6.335912243,13.59185793,1.855290346,32.25802928,47.99342358,18.31926107,0.129707309,13.52632239,4.409771226,40.37585187,6.252848506,37.63028383
246,00:14:57:21,00:15:01:19,5245830105934359183.xml,247,I dunno...  You were there first.,31.82716966,9.189359874,14.54265907,13.1707799,34.49882823,45.7142539,14.27480727,5.090705477,7.221146375,8.66306372,32.8765986,1.839053333,37.62983382
7020,00:24:34:19,00:24:35:13,5253646087419594905.xml,411,you can thank yourself.,31.81948662,9.754745796,14.00361486,4.613561243,25.32643622,42.95776814,15.51624089,8.348002434,20.01870051,14.02250692,30.47357178,4.837738276,37.59610355
4100,01:42:49:04,01:42:52:23,5248439298566680341.xml,2020,It stopped the day I stopped  being a copper.,31.81849122,6.280788206,15.84649824,4.929314308,14.23483515,47.628241,0.6014917046,46.61085498,1.850388777,42.35946447,27.25814867,0.03903819714,37.59427369
9766,01:00:24:05,01:00:28:16,5256228221757951173.xml,1055,So why lie to me  and go behind my back? I just didn't wanna bother you.  I thought that I could fix Whitney's issues myself.,31.81764185,9.061363503,15.9370552,2.775697343,45.50818151,40.22746456,18.96735877,1.645698961,2.064391002,2.202396858,40.82963586,2.232175618,37.58707047
14154,01:08:35:03,01:08:36:10,5264050645694159353.xml,1305,"Leave me alone, all right? ",31.81064725,21.51658067,44.62124169,8.350006074,11.36222778,50.25605565,1.39762843,28.44026756,3.37176539,13.08237523,21.36725473,0.886118412,37.57400513
4542,00:11:14:07,00:11:19:03,5251033029316736209.xml,226,Unless...,31.79171681,14.37954758,22.49599263,6.473645434,28.70418334,23.72704929,15.65855443,4.147749476,11.61988065,8.39139685,38.58529496,7.578139305,37.56072521
2104,00:01:34:17,00:01:41:24,5248439298566680341.xml,24,"I thought you weren't gonna come.  I've been stood here ten minutes,  just looking at you...",31.77613616,11.17443545,17.80299261,9.772016466,32.33202714,37.51930904,16.95726663,2.878060732,7.93603152,8.732131273,40.24798155,3.198165298,37.54554391
21155,00:03:18:00,00:03:22:16,5274434588125702436.xml,62,I've handed in my notice.  Ha-ha!,31.77550733,11.61901091,54.47555184,3.244970094,5.436651729,26.61550421,2.048140205,46.74582171,9.568140283,37.18429774,7.292841196,0.04726600833,37.54045665
5775,01:15:21:05,01:15:26:08,5251033029316736209.xml,1459,"OK, there we are, darling.  Thank you. ",31.77225888,7.303754054,15.62749751,5.930813938,20.54936886,27.53199089,28.8637042,6.970782474,30.69963634,12.47744322,31.082829,5.187962651,37.51963675
10448,01:42:26:15,01:42:30:12,5256228221757951173.xml,1737,Why's life always got to be more  difficult than it needs to be?,31.77120686,22.61562619,30.5007343,11.03867023,34.67151368,30.08414006,9.868122637,1.626702718,1.573804244,1.355089042,15.96566796,8.896475434,37.51797378
8078,01:23:11:09,01:23:22:15,5253646087419594905.xml,1469,"That just made things worse,  Dad, can't you see that? I mean, you giving us  that money in the first place made Stace feel dirty. And giving Callum that cheque...  Well, that just made me  feel like a fool.",31.76652193,14.78715467,11.92961,1.95032024,42.33031797,35.39301193,19.79718357,1.641702563,9.001870975,8.367523178,40.33742023,2.389349043,37.49918044
6229,01:37:09:15,01:37:12:07,5251033029316736209.xml,1913,Have you not been listening?,31.73940182,10.62196806,15.92057586,7.105378747,36.24338418,36.72938007,13.54728639,4.731709324,7.138072327,7.666032314,31.67486882,5.528100133,37.47870922
9897,01:08:58:10,01:09:07:00,5256228221757951173.xml,1186,"I've been thinking.  This ain't yours, it ain't mine.  And judging by this picture on here,  it ain't Billy's, Ben's or Phil's, either.  That just leaves one person.",31.73411787,12.45876117,10.00104256,10.06200913,35.71488494,38.76270962,7.960417122,4.496269375,5.187561549,12.73332328,35.33284068,4.246515632,37.47282922
5146,00:41:32:18,00:41:39:01,5251033029316736209.xml,830,..you know how hard it is...  you might consider... Just cos I messed up  don't mean I'm some kind of guardian of the underworld.,31.72526956,22.83000463,26.92361072,8.054483101,38.56487632,42.46067959,10.06517708,5.047171786,14.73244339,2.031727731,9.99558121,4.997829497,37.43467331
2619,00:28:20:14,00:28:22:03,5248439298566680341.xml,539,and you asked me  to put it on for you.,31.71773851,3.493998121,7.454856671,2.277635001,38.60600209,24.8208406,25.0189364,0.4366233228,27.3979792,11.96214259,39.9780736,7.462078929,37.42820919
14544,01:31:31:17,01:31:36:23,5264050645694159353.xml,1695,"From their dad, their mates,  their school.  I've got a right to know what's going on.",31.70988858,15.25057927,17.09656596,3.54444671,47.03156626,24.36629334,18.27780455,0.4881368531,3.731968962,6.772428229,37.95644689,10.87474942,37.40824163
14847,01:48:19:05,01:48:23:09,5264050645694159353.xml,1998,"Look, if you wanna come back... ",31.68907166,5.37998385,20.04152551,4.960001394,37.32661575,28.70971173,8.006010205,5.149262823,32.99737751,5.768285617,32.7488122,2.757005095,37.39501238
1773,01:36:15:10,01:36:18:04,5245830105934359183.xml,1774,"You don't look too comfy, Ian. ",31.66974485,10.22209512,14.83318813,12.14343256,30.53204414,38.79122949,11.22157052,5.855220586,3.914421201,9.895528033,38.23106503,3.119682372,37.38336265
3362,01:04:50:21,01:04:52:14,5248439298566680341.xml,1282,I'm just gonna keep acting  like I don't give a toss.,31.66042268,15.77229716,24.32335556,6.187617682,30.92878282,41.27447039,10.20724475,3.773738421,5.723249316,8.947724551,28.99982548,2.539068162,37.30810583
14411,01:23:46:04,01:23:49:08,5264050645694159353.xml,1562,Is it?,31.65630996,10.131264,18.12487736,7.331956342,40.25709003,31.47345698,14.49243724,4.978147641,9.048421383,5.084271021,34.67972827,7.123647332,37.28199899
21575,00:27:11:21,00:27:16:08,5274434588125702436.xml,482,"Look, I weren't thinking straight,  all right?",31.65610731,15.37097202,19.22204286,6.646907285,31.11787239,47.19267172,10.02500728,8.192279994,3.17671515,4.77162268,35.9168396,2.67850548,37.2803241
4627,00:15:44:24,00:15:46:02,5251033029316736209.xml,311,Don't be daft.  It's just...,31.64797127,13.04651521,16.7999436,11.74798,27.52391079,34.25120944,13.19092363,8.731643364,7.404712737,8.657034114,32.61092615,6.614665389,37.24318445
20514,01:17:54:15,01:18:02:22,5271844722846213628.xml,1484,# Talking about that little lady  # And the lady is mine...  #,31.64609075,0.8395014973,1.305914214,0.243251717,58.07376909,29.71866369,37.27277517,0.1223601627,11.19254842,6.301437691,42.27052879,24.79098082,37.23887801
22126,00:57:18:04,00:57:21:20,5274434588125702436.xml,1033,"Dad, is it all right if I go round  Lucy's tonight? Yeah, it's fine.",31.64114356,0.6602211064,12.7791892,1.710076572,51.38316661,23.00982735,1.332788635,0.1045953077,30.86972058,1.140631177,42.91498137,0.7034568489,37.19453812
15135,02:05:54:19,02:05:56:10,5264050645694159353.xml,2286,I'll be back in a minute.,31.63794875,10.71194418,15.35272814,9.600923181,30.49574742,34.97640955,15.45054018,5.10987173,11.48980021,9.984968305,32.4659276,6.728900671,37.18308806
19616,00:31:05:16,00:31:07:10,5271844722846213628.xml,586,"Well, not in there! ",31.61977828,13.73874336,19.64907229,19.06198794,23.87119514,35.40307665,10.31626612,17.40717012,1.906525735,9.847309291,30.26603723,2.395636588,37.18097508
10034,01:16:52:17,01:16:54:12,5256228221757951173.xml,1323,"They'd have killed you and all!  Think I care?  You didn't die, did ya? No, because what happened...",31.61546886,6.039831914,11.27649084,14.58553545,51.60842335,46.29593223,6.946203113,5.421231866,1.770594399,3.485106155,42.57730794,1.666446328,37.18092442
12772,01:53:34:08,01:53:36:22,5258818087037440299.xml,2141,# Tell 'em that  God's gonna cut 'em down.  #,31.61098957,18.30980206,32.60859281,6.646012634,44.36296463,28.82380068,1.832569577,3.982273199,0.03263323219,1.82848569,38.49567795,1.559943557,37.1773392
6287,01:39:57:12,01:39:59:04,5251033029316736209.xml,1971,On me.,31.60363734,15.81063831,21.8108204,17.47673053,5.876557544,50.60357285,27.6343286,7.860302821,14.17674065,10.00278689,25.14926267,12.71443605,37.1709317
313,00:18:29:18,00:18:40:19,5245830105934359183.xml,314,"Haven't seen much of you today.  I've been here.  Look, about earlier...  Have we got any white spirit? ",31.60216212,8.41053807,12.44570963,15.31864782,38.91557568,21.23286071,18.93185526,5.235945709,7.998144105,12.82420456,35.4425993,2.375688255,37.1573925
14300,01:17:02:09,01:17:04:04,5264050645694159353.xml,1451,I think there's been a mistake.  Am I moving too fast?,31.60215616,12.49990772,22.39895105,8.83410041,25.84304309,29.75528967,18.63701493,4.597969614,16.37466744,13.58185485,27.37073183,4.98791635,37.14873493
15102,02:04:11:00,02:04:18:24,5264050645694159353.xml,2253,"Darling, I know things ain't  been easy between the two of you, the last few years,  but she is your mum.",31.60187006,21.32474548,29.1987887,2.914690454,60.84766352,28.83572292,16.48575217,0.4498955235,8.145135865,0.9560744092,37.65707922,0.2284352668,37.1307224
10322,01:34:08:07,01:34:09:24,5256228221757951173.xml,1611,"Truth is, ",31.59441948,6.411437139,21.71621382,0.7880564695,41.3267169,24.85741761,19.23113614,2.44850193,10.89625284,9.771677032,31.78206515,4.354976416,37.12785542
5675,01:10:23:10,01:10:25:17,5251033029316736209.xml,1359,"When do I start?  Look, I'm afraid it's not as simple as that.",31.58536851,15.77021296,17.75109246,12.61152269,31.72554964,37.77480954,17.9478541,0.6899321619,11.61238521,1.90240955,24.65122223,6.981746554,37.12230325
22048,00:53:18:23,00:53:21:01,5274434588125702436.xml,955,Right.  Good for you.  It will be.,31.57734275,10.34539117,13.56588751,5.885741092,22.2775526,27.79265958,21.43213153,7.175797269,20.72532177,17.40014166,32.9810071,13.18247676,37.10510135
15088,02:03:05:11,02:03:10:11,5264050645694159353.xml,2239,"Oh, no, it was too fine.  I used torn up bits of rag instead. ",31.56161904,17.58980928,16.9483836,10.6894438,24.4503074,44.57024008,11.00687161,8.895206273,6.064258665,12.21923366,33.25814033,6.148163676,37.09088266
5838,01:18:02:03,01:18:05:02,5251033029316736209.xml,1522,"Oh, unbelievable.  Well, you know, that's my sister for you.",31.54016435,7.906592406,13.5032478,8.396752283,62.84757704,50.15802729,0.6180889439,5.059107229,8.100564256,1.058024922,43.47804666,2.559129,37.0803684
15269,02:14:45:07,02:14:48:11,5264050645694159353.xml,2420,"What am I supposed to do, forget  about the rest of the family?",31.53859377,12.30007948,16.57506168,3.902633496,42.69130254,35.09077966,8.230171353,0.1310418018,2.136990856,5.083956197,32.05167413,3.377372622,37.06082702
6066,01:29:46:05,01:29:47:10,5251033029316736209.xml,1750,"See you soon, in that case. ",31.53475821,6.361505643,19.84064683,1.569082936,39.98729789,27.74963337,14.10310566,4.850895315,12.23703548,10.25039636,33.72574282,5.789707899,37.05678582
20360,01:09:21:01,01:09:27:03,5271844722846213628.xml,1330,"Yeah, I am.  I'm just stretched  at the minute. And I need you to step up. ",31.52145445,12.32879482,18.55871394,6.981817894,33.84656113,32.81282306,20.97033113,4.085551687,11.20634101,5.815438181,30.58625197,3.702575266,37.05346286
