,transcript,filename,unique_id,begin,end,extramarital affair,get divorced,illegitimate child,institutionalized for emotional problem,serious accident,murdered,attempt suicide,blackmailed,unfaithful spouse,abortion,score_max
271,"This ain't a day trip to Brighton!  Yeah, I know.",5258818087037440299,2040_5258818087037440299,01:48:00:20,01:48:03:10,-0.02877235440194542,0.38123674057958784,0.882642806454707,1.246586392027375,1.8176173283263797,6.398327134286909,0.5434275988109029,0.30983816963055705,0.22909497158982783,1.1141522137555289,6.398327134286909
295,"Yeah, yeah, it is. ",5258818087037440299,931_5258818087037440299,00:45:55:15,00:45:58:11,0.9315128384302648,1.3281119838681499,1.6369514429263288,2.477392052146738,1.6595813901230194,5.973692681622743,1.9083747870455425,0.782701514632559,0.43264459772029534,1.4645737774063898,5.973692681622743
299,"No, not yet.  It's too soon. ",5269245838135402929,1058_5269245838135402929,01:01:39:08,01:01:42:24,0.8231698416747647,1.7497229199698308,3.095519281466025,2.7836529968926205,2.0278311612798325,3.428955365505357,3.5401297889693666,0.7175790519230701,0.6913158750782505,5.925649704210889,5.925649704210889
300,You think you're in a state  to take care of the kids?,5274434588125702436,338_5274434588125702436,00:19:34:05,00:19:36:14,1.3682170530250606,5.868065879892372,0.8417534247216795,0.14346980406260354,1.4509747701690552,0.7515307508939256,-0.0325308336806212,0.3531689582818903,0.8293556227329263,0.04413974688659052,5.868065879892372
314,"Sure, just roll over, let  me and Tanya get on with it?",5245830105934359183,210_5245830105934359183,00:13:28:20,00:13:31:00,4.33627066115351,5.546731256725789,0.2235723488391201,0.38627864454426303,0.6166529549843237,-0.11491415506757656,-0.30070226818467993,0.7192797931447482,1.5444696135687925,1.0392734665765069,5.546731256725789
321,"Tanya, please.  Please.  If we don't, one of us is  gonna do something that we regret.",5264050645694159353,2000_5264050645694159353,01:48:26:05,01:48:32:02,0.5003634084428988,2.902825368052695,0.2750753661559041,0.6339702856082737,1.1751476956952904,0.21702273735024796,4.282803995490641,4.474939613318818,0.9354013163013425,5.459955000929719,5.459955000929719
323,"Not today, thanks.  We got enough tea towels already.",5253646087419594905,166_5253646087419594905,00:10:02:05,00:10:05:01,0.005229601745927275,1.883908260427761,0.55949479671167,0.9431171647521449,0.11220056737159144,5.45109495961995,1.5209329956467814,0.5358364398967776,0.38716211526273747,2.248028922402159,5.45109495961995
325,"We've come to talk to Abi.  Well, we were just on our way to the hospital actually.",5266645664934403562,792_5266645664934403562,00:38:36:13,00:38:38:06,0.09364359346110336,-0.22698796690856882,0.40713184100186656,5.435783928167333,2.484943117962098,0.1800458613254542,0.9018096022871249,-0.04463358777548742,0.4498163897216493,0.35576302202403715,5.435783928167333
326,"Do me a favour and sort him out.  Where're you going? For my first shower in two days.  I saw Max yesterday.  He had a chest infection. Well, Oscar could probably  do with another bottle.",5271844722846213628,705_5271844722846213628,00:36:32:09,00:36:41:10,-0.25931984976155986,-0.33109149478155026,-0.09827257983054385,-0.09759107104847928,-0.11944807785034568,-0.14585983964306784,-0.1749609780787461,5.416234990301545,0.40524961432025725,-0.32664899905089007,5.416234990301545
329,"You wanna play on Thursday,  don't you?",5245830105934359183,507_5245830105934359183,00:29:18:02,00:29:22:16,-0.29424449733298613,-0.3805724863250135,-0.2965545834029322,-0.31138272090475216,-0.20759579110129706,-0.20637150350242325,-0.3740318791629179,5.393222689911545,-0.19891472600002022,-0.33974562411250603,5.393222689911545
331,"Lie to me?  It's in your blood!  I've laid it on the line to you, Tanya.  I've told you everything.",5248439298566680341,2005_5248439298566680341,01:41:56:21,01:42:02:11,1.8694668702849293,1.362443382273172,0.574310704134235,-0.005343585444520946,1.025478156430646,5.391549308484438,1.687422669612568,4.735062987031382,2.587273196619387,4.592592349201615,5.391549308484438
333,What you doing here?  I need your help.,5274434588125702436,1168_5274434588125702436,01:05:26:20,01:05:28:09,0.3435564971670757,0.07687963853218077,0.5227476909454596,1.1041556999644055,3.152389323446285,5.378788167836523,1.1607285967296284,1.222416313232888,0.38747046888925896,0.3856897274681598,5.378788167836523
338,"Who got the part of Juliet?  It's not Juliet, it's Julie. Yeah, but who got the part though?  Whitney Dean. Bianca's girl? It was a stitch up.  Libby's assistant director, and she wanted her for the part.  Auditioning was a waste of time. Corruption in high places.  You sound like you're bitter. I never even wanted  to be in the stupid play. What's the problem, then?  She's gonna be snogging Peter, ain't she? It's not funny.  I get it now. Jack? Jack?  How long has this been  in the back of your sock drawer?",5248439298566680341,576_5248439298566680341,00:30:03:16,00:30:29:19,4.514715447009496,1.2567858593426064,2.1566655377199533,2.087281537750926,0.1486573855432289,4.021810262334225,0.993375692967394,5.321883924271673,2.837571189307365,-0.04656803161701064,5.321883924271673
345,Take more than a bit of French grub  to get back in Tanya's good books. You should leave.,5258818087037440299,1362_5258818087037440299,01:07:35:05,01:07:38:04,-0.10025444930151499,-0.29445526649651216,-0.3912647528568827,-0.29072434870546243,-0.27608520536837045,-0.25674659161885743,-0.3863605259949223,5.216255289756881,0.4299914448466301,-0.37829111165833507,5.216255289756881
352,"Come here Albert.  Come here!  What are you doing back?  I said I'd try an' get away.  You didn't have to do that.  I wanted to.  Where's Abi?  She's upstairs. Sorry, I've gotta take this.  Selena.  Yeah, I got your message...Hang on.  (Got a bit of paper?) Yeah, hang on,  I'm just getting some paper.",5248439298566680341,1665_5248439298566680341,01:21:51:22,01:22:24:07,3.0627660129650742,1.3606578505609288,0.32467300237708036,0.17458502754653887,0.2585078841679904,0.33328854960463444,5.169954310944071,3.417825522484435,2.4343614073368913,0.6573307161501616,5.169954310944071
355,The trouble is I've been too lenient.  Way too lenient.,5264050645694159353,1393_5264050645694159353,01:13:59:04,01:14:01:19,0.4732311927794562,1.5736235989897038,1.837214298011349,1.287928313652562,1.4464616783813375,0.7060122082559643,1.6440492531630755,0.1023712984967732,0.252324923212384,5.14315990191533,5.14315990191533
357,"I just can't.  Well, the preliminary hearing's  tomorrow.  Crown Court.",5274434588125702436,145_5274434588125702436,00:07:54:23,00:07:59:12,0.6910079733811008,0.7461651827912518,0.2554827630030628,0.052038518368487836,2.070970654220475,5.117727002638663,1.3475151143478625,0.43178669855739166,0.6324722622597857,0.8922876726024295,5.117727002638663
363,"I mean you couldn't have done it,  right?",5264050645694159353,918_5264050645694159353,00:45:36:03,00:45:41:04,0.8190234818865221,2.367348104803205,2.099279632491627,0.32435856411530034,1.6497177422909353,1.8629476345469724,4.396652753668732,0.010090762916298257,0.4562905256960633,5.055550111936074,5.055550111936074
367,Poor girl spent half an hour  in the medical centre. Have you got any idea,5248439298566680341,853_5248439298566680341,00:44:24:13,00:44:26:03,0.1829206164501442,-0.33578878846213156,0.5055244857420907,5.035211506233928,3.7690365281322222,-0.23269749797852984,1.1208522588814036,-0.28286170259576576,-0.38994376225352123,-0.045667160482168366,5.035211506233928
371,And there's a risk -  and I'm talking miniscule -,5271844722846213628,1222_5271844722846213628,01:03:27:04,01:03:30:18,1.0631426717746668,1.3480510241344,1.9056925619825036,-0.17978585187390717,-0.2882613287965472,0.11239118389575446,3.8165962695701032,0.08542341082327166,0.5952882338850164,4.950694827264083,4.950694827264083
378,"It's worthless anyway.  The testimony of an ex-lover?  A girl who slept with her fiance's  dad, and then tries and stitches up",5269245838135402929,1107_5269245838135402929,01:04:49:05,01:04:59:18,4.926682345356754,-0.01414545603530431,0.4636739262403432,-0.18009459541804232,-0.10157270948407467,-0.14472777942218235,1.6713347581956084,2.93835849852745,3.0120341877003853,-0.25974061224157313,4.926682345356754
379,Au revoir. ,5258818087037440299,1366_5258818087037440299,01:07:50:08,01:07:54:10,0.3057769032203627,4.885984858135111,0.2143509833140505,0.9759843902859643,0.8056584362204993,3.2200848641507256,0.6690731880875238,-0.16738415860874348,0.28952362741352045,0.3436598197697481,4.885984858135111
384,"What do you want?  Make it quick, I'm busy. I've just got back from  the hospital.",5269245838135402929,1043_5269245838135402929,01:00:34:18,01:00:39:19,-0.3073396734233504,-0.26209390449615966,0.08056139600736266,4.83282189404135,2.809853046581977,0.6574665756034236,0.1734240520469331,1.4104963298465794,-0.3576333715362878,0.6615457430545213,4.83282189404135
385,"Look I know you're both upset, but  let's look at things positively.",5269245838135402929,857_5269245838135402929,00:50:30:05,00:50:34:20,0.5484031463080752,1.1746201547791422,1.1173450480394995,0.7396802631631925,0.9634891669754913,0.24385587704603906,0.4278986616500253,-0.34847622825437174,0.18638847813504975,4.825724414197978,4.825724414197978
386,"Tanya know about your little white  knight act with Ronnie, does she?",5258818087037440299,973_5258818087037440299,00:48:34:16,00:48:38:09,4.821771188421215,-0.04895269984726496,-0.3447969165341087,-0.24565967241577547,-0.2891342102910226,-0.23239961420188368,-0.360174849832301,2.5419787803166844,3.026384673037322,-0.37415349547945537,4.821771188421215
387,"Careful, Jack, you're getting  paranoid.",5245830105934359183,214_5245830105934359183,00:13:39:18,00:13:41:24,0.20951626183850172,-0.08414564342533536,0.1801526777877065,4.814580431558263,0.0998110572706201,0.8910082714510525,0.601742420979873,0.007833401905902636,0.15219353391221113,0.7568965199442085,4.814580431558263
397,I'm sorry. ,5258818087037440299,1585_5258818087037440299,01:19:25:02,01:19:27:08,0.9893085569033364,1.9296788367358098,2.7762616381931373,2.7876660387376186,2.3418269683577577,4.658953999539732,3.3307937190016896,0.2896894382759583,1.1511888613783967,1.969133440299611,4.658953999539732
398,You ain't gonna get away with this. ,5274434588125702436,1424_5274434588125702436,01:17:51:24,01:17:54:19,2.995468044748781,0.4179542230156655,1.9553313904914005,0.5961633298292948,2.912631064610416,4.656327121345221,2.1145797809035547,0.8018009626392175,1.9889854496069266,3.304084124701628,4.656327121345221
399,"Yeah, you were right, you know.  They need time to get used to the  idea.  Say their goodbyes, you know.",5258818087037440299,985_5258818087037440299,00:49:36:13,00:49:39:02,-0.1159797845272886,4.619564879657069,0.11085953086008392,0.22258106128023555,-0.037159486233610206,-0.0031283993617010272,-0.08499720889655177,-0.29396826630440975,-0.16404574203761746,1.0419757915176533,4.619564879657069
401,"Come on, darling.  Come and sit down.  Changed my mind. I'm not sure I want to sit there  and play ""happy families"". Oi!  Your mum's gone to  a lot of trouble.  Come and sit down.",5266645664934403562,1882_5266645664934403562,01:42:33:11,01:42:43:04,-0.3485323062029765,0.2867516508583728,2.3403579719551493,0.21524470875353596,0.18877856986157407,0.4576649161976599,-0.020822996338610168,4.618340395788998,0.036256387130129485,0.03420193105003622,4.618340395788998
402,Did you get rid of it?  It's sorted.,5266645664934403562,54_5266645664934403562,00:02:29:15,00:02:32:14,1.327505494624541,1.2614492196822127,2.3636995854504743,0.08082923880015791,0.03304197817302892,0.7102247211993232,0.026526792280578543,-0.3114517932310961,0.5347014769428442,4.613594790951727,4.613594790951727
407,"No, you don't understand.  I let him kiss me. He didn't force me.  Well, look, he was beat up, he was whimpering, he's pulled at your heartstrings. Am I right?  He's lured you in.  Yeah?  Yeah.  No, I don't know!  I don't know any more. I don't know.  I mean, I did it.  It must mean something.",5264050645694159353,1991_5264050645694159353,01:47:41:15,01:48:01:22,2.0014798149706636,0.9771233882697161,4.5560564479209855,1.739491735674202,1.010371266922819,4.373382729690586,0.7938738669758655,3.744805967540721,1.8560173019929216,0.6353405036720701,4.5560564479209855
411,"I need you to know that  I am really, really sorry... ..and that I wish... ",5258818087037440299,1653_5258818087037440299,01:23:49:09,01:23:55:24,0.845163863022729,0.43263020460839174,4.518289485496619,1.35990355415984,2.3536097621757666,0.5092927163781138,1.235510831318442,-0.15597704493833617,1.034564638637359,0.9484480310719053,4.518289485496619
412,"I'm gonna get changed.  Where you going? Get some fresh air.  Don't be gone too long. I want this place packed out when  Tony turns up.  Anyone you see, remind them.  Whit!",5245830105934359183,1556_5245830105934359183,01:23:46:19,01:23:54:21,-0.17508951058196143,-0.23872587626302974,-0.20527479682434532,-0.3306608400876879,-0.0675125972793072,0.23448862499410292,-0.15675290852467777,4.503182982819414,0.5739560332602743,-0.1956178171308534,4.503182982819414
414,"So, this kid...Bernadette...  She even went to Abi's party. I'm talking to Abi.",5248439298566680341,871_5248439298566680341,00:45:04:01,00:45:08:19,2.1857502680764096,-0.3586351794879786,4.467667602675435,-0.49328809991413836,-0.21819312180473527,-0.19257381390096462,-0.23782417183296323,-0.17502314943775377,-0.33625699559902944,-0.3532565547032341,4.467667602675435
416,I'll make sure it works.  That is once you've  withdrawn that statement.,5269245838135402929,1129_5269245838135402929,01:06:46:03,01:06:49:19,0.08147935484124334,0.8630116158162017,-0.20895278156593178,0.27737128405593137,0.13857174859196336,-0.08286557894194811,0.725711591573278,4.455585366679409,-0.035658656311912486,0.53739910928503,4.455585366679409
426,"With what Max had been  saying, I'm the prime suspect. If I couldn't prove I was somewhere  else, I would've been arrested. I couldn't ask you.  You've got the kids and... I don't want you to lie for me. ",5266645664934403562,942_5266645664934403562,00:47:37:19,00:47:49:21,0.07891912218397618,-0.05051830533184103,0.07542018877188962,0.02485593606540852,0.06412718960796411,4.364822420935114,0.4815608362340996,3.9584737006771262,0.9817365019011394,-0.11156779145997893,4.364822420935114
428,There is no big secret.  All right.  All right.  Tell me what  happened in the the accident. Tell me what really happened  to Penny.,5248439298566680341,1943_5248439298566680341,01:37:48:09,01:38:05:23,-0.477130985456313,-0.10134658206336687,0.060590672529580274,-0.31920505632785423,4.340755078236576,0.28707301495761756,-0.21541353362729695,-0.2511706561541783,-0.0755007832600751,-0.3412576725258739,4.340755078236576
429,"Come on, Tan, does it matter?  Yeah, how?",5264050645694159353,924_5264050645694159353,00:45:49:04,00:45:51:08,1.2583287470709912,1.1584163439748427,4.336906453338906,1.8454581464032627,0.1392076487893015,1.0432532485731607,1.5426411086537024,0.1590137529567948,0.9810153973777506,1.723470093393467,4.336906453338906
433,He's got a ruptured spleen.  They took him into surgery.  Jack.  They say it's critical. ,5269245838135402929,743_5269245838135402929,00:42:14:03,00:42:23:07,-0.348441146153936,-0.32666605714541336,-0.017919669478351122,-0.46145953901600884,4.292686779136485,1.2500215682413163,0.4808917921642291,-0.008236965247521396,-0.4367773816540337,-0.2369021371375144,4.292686779136485
434,Of course not. ,5266645664934403562,940_5266645664934403562,00:47:32:20,00:47:36:18,-0.009544799345486516,2.1523133016770446,4.291686832962054,0.8377446868795199,0.9048940496309059,3.2261294005215695,2.097721490164176,-0.04340827318611866,0.49022189637796115,2.235968845423136,4.291686832962054
437,"No, you've obviously decided  I'm the villain of the piece, so what's the point?",5248439298566680341,1706_5248439298566680341,01:24:13:20,01:24:20:17,0.4550939300508246,0.5608943654451816,-0.20543448095924918,1.5881463910906166,-0.2034032991497453,0.4106068517967365,0.9737097118814779,4.255148502714578,-0.25911630969706945,2.6928235884330167,4.255148502714578
438,"Away from him, here,  anything he's ever touched.",5271844722846213628,1236_5271844722846213628,01:04:07:08,01:04:10:07,0.8481570131449101,4.251640055620853,1.769907855852162,3.0732541915998812,1.9854253512105433,3.8644800891043474,0.9574396669801566,2.735304420631491,0.8185438930666071,1.4780754501255255,4.251640055620853
440,"Get the rest of your stuff packed up,  we're leaving tonight.",5264050645694159353,1883_5264050645694159353,01:40:58:10,01:41:01:16,-0.11560710443534965,1.306114739536122,-0.2249702892393673,0.2409639323848309,0.2170866723902455,1.9799234441665212,0.26614349409826243,4.226633820718909,-0.011480474281718103,0.24616287533499986,4.226633820718909
446,"And that you're like me and you  can't keep your hands off a nice bird in a skirt. But apart from all that,  I never said nothing. Thanks, Dad.  You're a master of tact.  You really are. I just think I should  give it a miss. Why?  You were bang up for it  this morning. Cos I'm tired. I've still gotta get Oscar to bed. ",5245830105934359183,1617_5245830105934359183,01:27:28:21,01:27:50:21,4.158885987093513,0.29484506664597815,0.23239627829509585,0.3021134648338492,-0.0698472368255042,0.2418591983397899,-0.25746333667994975,0.5436971316599045,2.5310255385820812,-0.32370950312473556,4.158885987093513
447,"I'm sorry.  Shh, it's OK.  I'm sorry. ",5258818087037440299,1647_5258818087037440299,01:23:02:04,01:23:15:10,1.149152074968771,2.3975188887997523,4.157194525713243,1.8666729353105806,0.9893118893359215,1.4536963109829886,3.0327924848460612,0.2837466403590888,1.029462396761416,2.98631373100043,4.157194525713243
449,"I know I wrote two dozen  but I need twelve dozen. Is it all right if I  leave Oscar with you? Look, mate.  Just deliver the rest ASAP.",5271844722846213628,1320_5271844722846213628,01:08:54:07,01:09:02:19,-0.044438771622256054,0.2693773784038576,0.6698929081001527,0.22845755081620042,0.6884210950869399,0.3682032787075766,0.19238545905292748,4.122717776355258,-0.006406347633576588,-0.04386657206600267,4.122717776355258
453,"And she chose me, not you.  All right?  And your kids? You don't get a kid's love  for nothing.  You gotta earn it. It's not a gift.",5264050645694159353,1412_5264050645694159353,01:15:00:14,01:15:06:19,1.4223643904852452,4.0783012156966345,2.273990245695534,0.0043319603179026445,-0.07264105379876237,3.3087198635491952,-0.26610556569201016,1.2502678283733415,2.0494165245228775,0.774359660256936,4.0783012156966345
454,"Well, if I know my sister,  it's his cash.",5245830105934359183,955_5245830105934359183,00:52:42:06,00:52:45:13,0.033757460855783204,1.144056135855647,-0.3499731061187229,0.012714894781717034,0.19237058345385347,0.2630576231865771,0.16935376880589326,4.074380488461155,0.8310140448699884,-0.17220519172739934,4.074380488461155
479,So?  I just want to see him.  I'll take you at the weekend.  You can't miss school.,5269245838135402929,535_5269245838135402929,00:28:39:05,00:28:44:15,-0.2335700838694097,-0.33095600631037697,-0.11927570788361123,-0.46093632087414,-0.2780112034098533,-0.21787816210149627,-0.3566655171137606,3.9136000321320576,-0.30228806179012097,-0.32285908153066084,3.9136000321320576
481,Did you take it?  So what if I did?,5248439298566680341,469_5248439298566680341,00:24:36:21,00:24:38:12,0.6573884276605686,0.41603290770511625,-0.26199386988519646,0.4337785412604131,-0.11334819812301172,0.33637221122045546,3.8985156491630977,0.3567170129156715,1.1497861104142313,2.882005372896374,3.8985156491630977
484,"You were bent.  You were.  It was supposed to have been a one-off, a bit of easy money.  But one thing  led to another, and by the time I wanted out, it was too late.",5248439298566680341,1976_5248439298566680341,01:40:13:20,01:40:20:20,2.0072942675965724,0.7714759889847188,-0.15834282475344807,1.0625544320975349,1.682107986244987,3.8731449840133756,0.8086843371359131,1.942371448707611,1.6092776327440506,0.9195170290987048,3.8731449840133756
486,Of course Max is going to use this.  So as to distract you from the real issue. Which is that he as good  as told Abi to thump that girl.,5248439298566680341,972_5248439298566680341,00:49:42:09,00:49:49:04,1.0647074416440399,0.020472579888006756,0.852020913390325,-0.23938681842555587,0.06536310814070379,1.1156433018009122,0.023463835443915462,3.859480466660757,2.011582566694718,0.7773149675820913,3.859480466660757
487,So you lied. ,5269245838135402929,1120_5269245838135402929,01:05:57:21,01:06:00:24,1.105024014395619,0.5407260553518253,0.7263670955713023,3.7955724265631012,0.1676192750898989,1.3780457504615846,-0.03471228952163814,3.8424250989341875,2.5226875189014684,1.6526178623001628,3.8424250989341875
492,"But if Max survives and I find this  witness and get them to change their mind.  That makes it different, right?",5269245838135402929,954_5269245838135402929,00:55:18:13,00:55:22:05,0.15911568073132706,-0.2547003795644184,-0.202487403244767,-0.41762616435699773,3.8197148186667262,0.07708656576192591,2.295365728167504,3.614836086563101,-0.1540842964212792,2.103297902435605,3.8197148186667262
494,He was running smack down the A12. ,5248439298566680341,1974_5248439298566680341,01:40:07:21,01:40:11:19,-0.32764816154434767,-0.3180077303497609,-0.3480492049559224,-0.40831988111688133,3.809571034698169,0.4429566394402607,-0.23144837902178164,-0.23656119436182688,-0.4259055442647971,-0.3548434999288002,3.809571034698169
502,"Please, Tanya.  Don't you think  I've suffered enough?",5248439298566680341,2021_5248439298566680341,01:42:52:24,01:42:58:03,0.7666905221369099,3.2160324662702773,1.1868606552705239,1.0249440667623477,2.343120629086784,3.758341170733456,2.2911700051894845,1.7413152682564397,1.3473578907864716,1.9228718469366617,3.758341170733456
504,"Good time with Jane?  Oh, yeah, you know, we just had  a couple of glasses... Don't, Tanya. What?  I called Jane.",5248439298566680341,1932_5248439298566680341,01:36:54:20,01:37:03:15,3.7541970497849824,0.05110758002659877,-0.23356246634835195,-0.18290699566823734,-0.08904574425045339,-0.0286278788386644,-0.1771642725826576,0.7451864977763489,2.6847165981173755,-0.3507794745892394,3.7541970497849824
510,"You've left the kids with him?  It was that, or I couldn't let them  see me turf him out, could I?",5274434588125702436,677_5274434588125702436,00:37:32:21,00:37:36:11,0.987365788241741,3.7175980898078427,-0.13733044123964055,-0.30215574592844974,-0.12316370905723573,-0.06267545969376233,-0.2646982374207411,3.523888182352412,1.7662801607928962,-0.25622126886427393,3.7175980898078427
512,"All right, look,  we'll come back to that one.",5248439298566680341,877_5248439298566680341,00:45:28:23,00:45:31:24,0.926153402675098,0.6020710053621476,1.6785114614431036,0.4649416222825279,1.2377468608129176,0.0321235861299159,1.8331682171128034,0.15007210295161624,1.0454613053207469,3.7090607481138647,3.7090607481138647
514,I know. ,5248439298566680341,477_5248439298566680341,00:24:49:10,00:24:51:14,0.36446393690834034,0.6342807034127272,0.00409962036514512,0.835108943368084,0.8865897366063749,3.6721803809105382,0.8933559667612537,0.8983250476933988,0.3786326109904811,0.6298405166427808,3.6721803809105382
517,what it was like for me to stand  in the headmaster's office and listen to that?,5248439298566680341,855_5248439298566680341,00:44:27:23,00:44:31:02,-0.15060567781768952,-0.3744958170901495,-0.2674131616456341,3.650795300210806,-0.275123978589592,0.06872391804536476,-0.16321124714279378,-0.08646989521149658,-0.2873340263741467,-0.21375278865493172,3.650795300210806
542,"This thing with Jonno...  It was a one off, was it? ",5248439298566680341,2007_5248439298566680341,01:42:06:06,01:42:12:21,3.4587352503860105,0.0005581293632927707,1.3586793211130521,-0.45408099902902255,1.578416839233601,-0.20822216907221433,-0.049741652504805084,-0.116464643779954,2.715532177970615,-0.390714200081549,3.4587352503860105
545,Don't start.  Lauren already thinks I don't care about her.,5258818087037440299,601_5258818087037440299,00:29:30:19,00:29:34:23,0.44860156990509525,1.0659148099927014,3.4214920724600875,1.3689878304418654,0.41686090762514233,0.6512421374658458,1.0448275827470717,1.5466151521241023,0.9794829830685414,2.443978346216953,3.4214920724600875
550,"Max?  Why?  Because I wanted to sort this out, once and for all.",5264050645694159353,1698_5264050645694159353,01:31:41:00,01:31:43:11,1.1018705611207154,3.3959323214396195,1.681512425693832,0.895039232205285,0.879554977967473,0.9549157084945441,0.18924662129927503,0.32970569883242445,0.6789902237190968,1.952480449388806,3.3959323214396195
552,"We're gonna have to tell everyone  sooner or later ain't we? Yeah, I know...  And we will, when the time's right. ",5258818087037440299,202_5258818087037440299,00:07:55:17,00:08:04:17,0.8414706235144296,1.8660332514183382,1.9823510436025853,0.04018961614394581,1.017509659739376,0.7880899274788195,0.1890394191511051,0.10860598126262076,1.1552562693438555,3.388072833875352,3.388072833875352
558,"Yeah, maybe after you've had  a sit down.  I ain't gonna fight with a sick man.",5274434588125702436,334_5274434588125702436,00:19:22:24,00:19:29:04,1.0737513760977382,0.6080550282246796,1.7784227334016844,3.2132951695129086,1.1418232720659551,1.1471187084528562,2.505422040129983,0.5004710241019238,0.4875488531901727,3.2974947557188545,3.2974947557188545
560,You don't know what you're  getting yourself involved with.,5245830105934359183,947_5245830105934359183,00:52:18:10,00:52:22:18,2.6608292762868238,1.7266900431321868,1.318515743099725,0.7931672627513784,1.6942196419278843,0.21681539869647748,1.4959690417187792,-0.040813264335399904,0.4197864235186864,3.276348370742268,3.276348370742268
563,"I wouldn't bank on it.  He won't be able to soon, will he?",5251033029316736209,369_5251033029316736209,00:19:02:16,00:19:04:10,0.55342977160831,3.272272495515869,0.8578779738106312,0.7338693592621589,1.3676671704752263,1.4512333749798312,1.9238932541223015,0.8620562210011009,0.5270687570495333,1.684112871023937,3.272272495515869
564,"Sorry, Ronnie said  to just come through.",5248439298566680341,1346_5248439298566680341,01:07:29:14,01:07:32:00,0.636118739076758,3.25885669422174,1.4172878251474454,0.787120566840496,2.2697299663902535,0.813917206447131,0.6507636145495164,-0.010273908180336461,0.7111331863732546,2.1226592760185308,3.25885669422174
567,Snap.  You're not as clever as I thought. ,5269245838135402929,1133_5269245838135402929,01:07:03:04,01:07:07:09,0.44313411093487376,1.115905478245442,-0.009957156362485333,1.1833360384980187,1.8675221899270769,3.134512473311191,0.7052913329605435,3.2372388808205637,0.280467782423469,1.4628281412640598,3.2372388808205637
570,"Oh, you keep saying that  like it's the answer to everything. Right, listen to me.",5264050645694159353,1996_5264050645694159353,01:48:14:07,01:48:17:18,0.7062905371158543,0.36725339097111825,2.170753446451892,3.227804576322989,0.5179439032975999,0.66741957802836,1.5719029885737121,0.8811105124576856,0.48357627364123845,1.935816352637882,3.227804576322989
574,"Right.  Will you be OK to go through the accounts on your own? Yeah, I'll probably see Roxy  and the baby first, then crack on. Right, I'd better get out of here.  And I'll pick up a lock on the way. ",5274434588125702436,1164_5274434588125702436,01:05:09:13,01:05:21:13,0.43623200471616164,1.0779805114022296,3.223102112900963,-0.31385027638092433,-0.0034686627915137143,0.9101116794420134,0.13468843481992698,0.25255419360378695,0.2848766049429789,1.5482251286575408,3.223102112900963
587,Did you hit me? ,5274434588125702436,139_5274434588125702436,00:07:28:08,00:07:32:13,-0.41100367760294176,-0.3473280992337481,-0.4242481419754021,0.5005641103274809,3.1289762429239776,0.16296392031739715,-0.3409205100661969,0.21737817408300228,-0.01901820448568716,-0.34766813111186146,3.1289762429239776
593,"Did Abi tell them anything?  No. They haven't got anything.  They're  probing, trying to stir stuff up.",5266645664934403562,932_5266645664934403562,00:47:15:14,00:47:19:02,0.8021815906733828,0.808150320066396,2.7041828902455274,0.39221530973258256,0.03095615633816961,0.6377849555920889,0.5849206726388921,1.1099079290365281,0.7756313467090298,3.0996313773796675,3.0996313773796675
601,"Listen, don't worry about Max.  Max don't matter any more. ",5264050645694159353,382_5264050645694159353,00:18:26:20,00:18:33:10,0.1165553998346854,3.066448873936067,1.0772938525376095,1.0292509122765188,0.1716554141281807,1.7309343734386688,1.1569627049179847,0.2800470687060526,-0.2155136769546147,1.481548837680644,3.066448873936067
607,"Why Ronnie, why her?  Cos I know how they think.  I knew they'd buy it,  because it was something I wouldn't want you to know.",5266645664934403562,943_5266645664934403562,00:47:49:22,00:47:55:15,1.6467614274208253,1.357454302047729,3.029953451251562,-0.21064147942465541,0.30444439584803396,1.6495102497624523,1.9392537886170675,0.8199392478796393,1.0988146538650407,2.2539507871242774,3.029953451251562
612,"You had no right going behind my  back, telling the girls. It was the right thing to do and you know it.",5258818087037440299,1162_5258818087037440299,00:58:22:03,00:58:24:20,1.61762913306948,-0.022510690191549738,0.06960893007825004,-0.21967610871272597,-0.1943688811470193,0.07225013529082738,-0.0715598024831542,2.9732693632645386,2.501618838060061,1.4836350048427251,2.9732693632645386
613,I got it out of proportion. ,5274434588125702436,745_5274434588125702436,00:41:09:15,00:41:12:08,0.9813014803932247,1.3240239079413454,0.7620629565951084,1.9064579471806546,2.9515498201338297,0.49262046106572344,1.6056170631860884,0.02130138961469089,0.16152972481619376,2.0968187264638813,2.9515498201338297
618,She definitely  didn't see who was driving?,5266645664934403562,86_5266645664934403562,00:04:17:03,00:04:23:10,-0.13688792518254395,-0.19643331670171588,-0.22869914243217554,0.05620316457138908,2.932638349203418,0.29840886365444214,-0.21514860123891447,-0.21061364824304693,0.25759972700275097,-0.3672167129209808,2.932638349203418
633,Stay away from him. ,5245830105934359183,949_5245830105934359183,00:52:28:04,00:52:30:15,0.6675553087880194,1.9057071793265252,2.889188795083148,1.9544621375034674,2.0188205817141003,1.9498087441201937,1.0475652736708216,1.1165268156726302,0.7523731185858545,0.1813280985162659,2.889188795083148
